"AnonID","State","Completed","Time.taken","Grade.100.00","Q1..5.00","Q2..5.00","Q3..5.00","Q4..5.00","Q5..5.00","Q6..5.00","Q7..5.00","Q8..5.00","Q9..5.00","Q10..5.00","Q11..5.00","Q12..5.00","Q13..5.00","Q14..5.00","Q15..5.00","Q16..5.00","Q17..5.00","Q18..5.00","Q19..5.00","Q20..5.00"
"S93367376","Finished","19 August 2018  11:39 AM","1 hour 30 mins",66,"5.00","0.00","5.00","5.00","-","0.00","0.00","5.00","5.00","5.00","2.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S66fbcd28","Finished","20 August 2018  1:43 AM","1 hour 30 mins",59.5,"5.00","5.00","2.50","0.00","-","5.00","0.00","5.00","0.00","5.00","5.00","5.00","2.00","0.00","-","5.00","5.00","5.00","0.00","5.00"
"S6a2fedce","Finished","20 August 2018  1:26 AM","58 mins 7 secs",95,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S0849ee2a","Finished","20 August 2018  11:42 AM","1 hour 16 mins",84,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S5bb9a078","Finished","20 August 2018  12:43 PM","1 hour 30 mins",59.25,"5.00","5.00","5.00","0.00","2.00","5.00","0.00","5.00","-","0.00","2.00","5.00","2.00","2.00","1.25","5.00","5.00","5.00","-","5.00"
"S210e4b1e","Finished","20 August 2018  11:23 PM","1 hour 29 mins",49.75,"2.50","-","1.25","0.00","-","5.00","-","5.00","0.00","-","2.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","-","5.00"
"S59348af4","Finished","21 August 2018  2:37 AM","1 hour 18 mins",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S8f276572","Finished","21 August 2018  2:27 AM","26 mins 35 secs",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S79e10b33","Finished","21 August 2018  12:43 PM","1 hour 2 mins",77.88,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","1.88","5.00","4.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S28ce6253","Finished","21 August 2018  1:12 PM","1 hour 18 mins",81.38,"5.00","5.00","5.00","5.00","2.00","0.00","0.00","5.00","5.00","4.38","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sc352a620","Finished","21 August 2018  1:46 PM","1 hour 19 mins",46.75,"5.00","5.00","2.50","5.00","-","0.00","0.00","0.00","2.50","1.25","1.00","0.00","5.00","2.00","2.50","5.00","5.00","5.00","0.00","0.00"
"S63d410c8","Finished","21 August 2018  1:40 PM","1 hour",86.38,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","1.88","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","0.00"
"S29a516d5","Finished","21 August 2018  2:55 PM","1 hour 19 mins",82.5,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","2.50","-","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S2f8d29e1","Finished","21 August 2018  3:57 PM","1 hour 27 mins",50.75,"5.00","0.00","1.25","5.00","-","5.00","0.00","5.00","2.50","2.50","5.00","5.00","2.00","-","2.50","5.00","5.00","-","-","0.00"
"S91df110a","Finished","21 August 2018  7:01 PM","1 hour 23 mins",92,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sa7580527","Finished","21 August 2018  9:00 PM","1 hour 17 mins",92.5,"5.00","0.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S69f41451","Finished","21 August 2018  9:32 PM","56 mins 33 secs",77.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","2.50","2.00","4.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sc0177fdd","Finished","21 August 2018  11:51 PM","1 hour 15 mins",85,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","0.00","5.00"
"S6519fa59","Finished","22 August 2018  3:45 AM","57 mins 40 secs",89.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sed0a72e1","Finished","22 August 2018  9:59 AM","1 hour 18 mins",61.63,"5.00","5.00","5.00","5.00","-","-","0.00","5.00","2.50","3.13","2.00","5.00","5.00","4.00","5.00","5.00","5.00","0.00","-","0.00"
"S91390cc2","Finished","22 August 2018  10:31 AM","1 hour 21 mins",84.38,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00","5.00"
"S0cb8f4f4","Finished","22 August 2018  1:12 PM","1 hour 20 mins",71.88,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","1.88","0.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","0.00"
"S084d47b3","Finished","22 August 2018  2:38 PM","57 mins 21 secs",88.88,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","1.88","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S58e8f149","Finished","22 August 2018  6:20 PM","1 hour 29 mins",86.5,"5.00","5.00","3.75","5.00","-","5.00","-","5.00","5.00","3.75","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S323dc241","Finished","22 August 2018  8:52 PM","1 hour 23 mins",81.25,"0.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00","2.50","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S3f7a9510","Finished","22 August 2018  10:25 PM","1 hour 25 mins",48.75,"5.00","0.00","2.50","0.00","2.00","2.50","0.00","0.00","2.50","1.25","5.00","5.00","2.00","1.00","0.00","5.00","5.00","5.00","5.00","0.00"
"Sf0d22bcd","Finished","23 August 2018  2:13 AM","1 hour 29 mins",72.13,"5.00","0.00","1.25","5.00","2.00","5.00","0.00","5.00","5.00","3.13","5.00","5.00","2.00","5.00","3.75","5.00","5.00","5.00","5.00","0.00"
"S39c57a6d","Finished","23 August 2018  6:01 AM","1 hour 30 mins",91.25,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sf53c33a7","Finished","23 August 2018  10:42 AM","1 hour 28 mins",83.88,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","2.50","4.38","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S0c1ec8b0","Finished","23 August 2018  12:42 PM","1 hour 9 mins",92.5,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sf932ddf2","Finished","23 August 2018  2:16 PM","1 hour 30 mins",41.5,"2.50","5.00","5.00","-","0.00","-","0.00","5.00","0.00","0.00","-","5.00","2.00","2.00","5.00","5.00","5.00","0.00","0.00","0.00"
"S2a3a1e0c","Finished","23 August 2018  2:23 PM","1 hour 22 mins",78.25,"5.00","5.00","5.00","5.00","2.00","0.00","0.00","5.00","0.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S5d49f2eb","Finished","23 August 2018  3:01 PM","56 mins 27 secs",59.5,"5.00","-","2.50","-","-","-","0.00","0.00","5.00","-","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sbc2f2b92","Finished","23 August 2018  3:26 PM","1 hour",83.25,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","5.00","5.00","0.00","5.00","5.00","5.00"
"S3c786204","Finished","23 August 2018  3:31 PM","1 hour",93.13,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S4d2fe5d8","Finished","23 August 2018  4:14 PM","1 hour 11 mins",50,"5.00","0.00","1.25","5.00","0.00","5.00","0.00","5.00","2.50","1.25","5.00","0.00","0.00","0.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S3f28584c","Finished","23 August 2018  7:02 PM","1 hour 28 mins",79,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00"
"Sacf7cbe4","Finished","23 August 2018  9:35 PM","1 hour 25 mins",51,"5.00","0.00","2.50","5.00","2.00","5.00","5.00","5.00","0.00","2.50","5.00","0.00","2.00","2.00","0.00","5.00","5.00","0.00","0.00","0.00"
"S1886e08e","Finished","24 August 2018  2:46 AM","1 hour 22 mins",97,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sb3bfb9f0","Finished","24 August 2018  7:45 AM","1 hour 11 mins",89.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S96ac0aec","Finished","24 August 2018  11:10 AM","1 hour 25 mins",79,"5.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S87e68c6b","Finished","24 August 2018  11:23 AM","1 hour 20 mins",87.75,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S8916edfc","Finished","24 August 2018  11:17 AM","39 mins 38 secs",85.13,"5.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00"
"Scd2a6947","Finished","24 August 2018  12:10 PM","1 hour 18 mins",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sc4cc4a80","Finished","24 August 2018  1:32 PM","52 mins 12 secs",89.25,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","3.75","5.00","5.00","2.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S39175e8a","Finished","24 August 2018  1:46 PM","56 mins 42 secs",92,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S791c6491","Finished","24 August 2018  2:53 PM","1 hour 30 mins",75,"5.00","0.00","3.75","5.00","2.00","5.00","5.00","5.00","5.00","1.25","5.00","1.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S927f1507","Finished","24 August 2018  4:38 PM","1 hour 30 mins",93.75,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S2e93312a","Finished","24 August 2018  5:36 PM","57 mins 44 secs",27.13,"5.00","0.00","3.75","0.00","-","-","0.00","0.00","5.00","0.63","1.00","0.00","2.00","1.00","3.75","5.00","0.00","-","-","-"
"S9c139a1b","Finished","24 August 2018  6:23 PM","1 hour 29 mins",82.5,"0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S019162f7","Finished","24 August 2018  8:31 PM","1 hour 21 mins",79.63,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","0.00","5.00","0.63","5.00","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S659ea536","Finished","24 August 2018  8:29 PM","1 hour 12 mins",59,"5.00","-","2.50","5.00","5.00","5.00","0.00","5.00","5.00","1.25","2.00","0.00","2.00","5.00","1.25","5.00","5.00","5.00","0.00","0.00"
"S3cf8ed7b","Finished","24 August 2018  9:05 PM","1 hour 16 mins",58.13,"5.00","0.00","5.00","0.00","-","5.00","0.00","0.00","5.00","3.13","2.00","5.00","3.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S6c63e359","Finished","24 August 2018  9:16 PM","1 hour 27 mins",76.5,"0.00","0.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sd572fe91","Finished","24 August 2018  9:31 PM","1 hour 28 mins",63.75,"5.00","0.00","3.75","5.00","0.00","5.00","0.00","0.00","5.00","5.00","2.00","5.00","2.00","1.00","5.00","5.00","5.00","0.00","5.00","5.00"
"Se373deaa","Finished","24 August 2018  10:24 PM","1 hour 8 mins",58.5,"5.00","0.00","3.75","5.00","2.00","5.00","0.00","5.00","0.00","-","5.00","5.00","2.00","2.00","3.75","5.00","5.00","0.00","5.00","0.00"
"S9d270320","Finished","25 August 2018  6:38 AM","1 hour 24 mins",82.5,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00"
"S2e29730d","Finished","25 August 2018  1:20 PM","1 hour 18 mins",78.25,"5.00","5.00","5.00","5.00","2.00","2.50","0.00","5.00","2.50","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S400263f3","Finished","25 August 2018  1:35 PM","1 hour 28 mins",65.75,"5.00","0.00","5.00","5.00","-","5.00","5.00","0.00","5.00","0.00","-","5.00","5.00","2.00","3.75","5.00","5.00","5.00","5.00","0.00"
"S9089ca4c","Finished","25 August 2018  2:02 PM","1 hour 19 mins",82.75,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","3.75","2.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S242cc719","Finished","25 August 2018  6:32 PM","1 hour 14 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S63b1fbf6","Finished","25 August 2018  8:58 PM","1 hour 28 mins",77,"5.00","0.00","5.00","5.00","-","5.00","5.00","5.00","2.50","2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S264738ea","Finished","25 August 2018  10:57 PM","1 hour 30 mins",73.13,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.13","2.00","1.00","5.00","5.00","-","5.00","5.00","5.00","-","0.00"
"S32bdfcda","Finished","26 August 2018  7:30 AM","1 hour 30 mins",32,"0.00","0.00","5.00","-","2.00","-","0.00","5.00","5.00","-","-","0.00","-","-","5.00","5.00","5.00","-","-","-"
"Sfa24750a","Finished","26 August 2018  12:08 PM","55 mins 8 secs",49.25,"0.00","0.00","5.00","5.00","2.00","5.00","0.00","0.00","2.50","1.25","2.00","5.00","2.00","2.00","2.50","5.00","5.00","5.00","0.00","0.00"
"S191287cb","Finished","26 August 2018  12:52 PM","57 mins 51 secs",54.5,"5.00","0.00","2.50","0.00","0.00","5.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","0.00","0.00"
"Sb42fdb18","Finished","26 August 2018  3:45 PM","1 hour 16 mins",66,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","0.00","-","4.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","-","5.00"
"Se24c0b39","Finished","26 August 2018  4:35 PM","1 hour 29 mins",80.13,"5.00","5.00","5.00","5.00","2.00","-","0.00","5.00","2.50","0.63","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S0c098044","Finished","26 August 2018  5:04 PM","1 hour 27 mins",83.75,"5.00","5.00","3.75","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S8468ab36","Finished","26 August 2018  5:09 PM","1 hour 1 min",90,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S45eeb61c","Finished","26 August 2018  6:33 PM","1 hour 13 mins",62.75,"5.00","5.00","3.75","5.00","2.00","-","0.00","5.00","5.00","-","2.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S9b227263","Finished","27 August 2018  12:32 AM","1 hour 19 mins",86.25,"5.00","5.00","3.75","5.00","0.00","5.00","5.00","0.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S3bbe7bbe","Finished","27 August 2018  1:43 AM","1 hour",85,"5.00","5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sa8d55e46","Finished","27 August 2018  5:02 AM","56 mins 13 secs",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Seb66d202","Finished","27 August 2018  8:08 AM","1 hour 20 mins",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S05981589","Finished","27 August 2018  9:49 AM","1 hour 27 mins",88.88,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S433a5ad3","Finished","27 August 2018  2:58 PM","1 hour 23 mins",84.38,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S6639ae5e","Finished","27 August 2018  4:12 PM","1 hour 30 mins",90.75,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00"
"Scd99bee3","Finished","27 August 2018  4:03 PM","1 hour 3 mins",70.5,"2.50","0.00","3.75","5.00","5.00","5.00","5.00","5.00","0.00","1.25","1.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sbdd54d67","Finished","27 August 2018  4:46 PM","1 hour 29 mins",90,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S933b2291","Finished","27 August 2018  5:04 PM","1 hour 24 mins",41.25,"5.00","0.00","3.75","0.00","-","-","-","0.00","2.50","-","1.00","5.00","2.00","2.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S357e2fd5","Finished","27 August 2018  4:56 PM","1 hour 5 mins",85,"5.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S7b2f172b","Finished","27 August 2018  8:33 PM","1 hour 30 mins",72.13,"2.50","5.00","3.75","5.00","2.00","5.00","5.00","0.00","2.50","4.38","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","-","5.00"
"Sb14f7bf4","Finished","28 August 2018  1:42 AM","55 mins 45 secs",34.5,"0.00","5.00","3.75","0.00","0.00","5.00","0.00","0.00","5.00","0.00","2.00","0.00","0.00","0.00","3.75","5.00","5.00","0.00","0.00","0.00"
"Sbd6bdf8a","Finished","28 August 2018  3:27 AM","1 hour 30 mins",88.75,"5.00","5.00","3.75","5.00","5.00","-","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S46890c10","Finished","28 August 2018  8:59 AM","1 hour 27 mins",94.38,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S239aaf7b","Finished","28 August 2018  9:51 AM","1 hour 9 mins",53.13,"0.00","5.00","5.00","5.00","-","5.00","0.00","5.00","0.00","3.13","5.00","5.00","0.00","-","5.00","0.00","5.00","0.00","0.00","5.00"
"S1be0884a","Finished","28 August 2018  10:28 AM","49 mins 29 secs",72.25,"5.00","5.00","3.75","5.00","-","5.00","5.00","5.00","2.50","-","4.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","0.00","5.00"
"S933ced16","Finished","28 August 2018  11:40 AM","1 hour 19 mins",79,"0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","2.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S76d0d323","Finished","28 August 2018  1:05 PM","1 hour 30 mins",58.38,"5.00","5.00","1.25","5.00","-","2.50","0.00","5.00","0.00","0.63","2.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","0.00","5.00"
"Safbb4c41","Finished","28 August 2018  1:59 PM","1 hour 30 mins",83.25,"5.00","5.00","5.00","5.00","2.00","2.50","5.00","5.00","2.50","1.25","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S6f224c48","Finished","28 August 2018  3:29 PM","1 hour 29 mins",59.5,"5.00","5.00","3.75","5.00","0.00","5.00","0.00","5.00","5.00","0.00","2.00","-","-","-","3.75","5.00","5.00","0.00","5.00","5.00"
"S1f3447b1","Finished","28 August 2018  3:04 PM","1 hour 2 mins",95.75,"5.00","5.00","3.75","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S4e981090","Finished","28 August 2018  2:57 PM","37 mins 36 secs",92,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00"
"Sc88faded","Finished","28 August 2018  3:34 PM","1 hour 12 mins",87.5,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","0.00","5.00","5.00"
"S48416d5a","Finished","28 August 2018  5:17 PM","1 hour 30 mins",63.5,"5.00","0.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","2.50","5.00","0.00","2.00","2.00","5.00","5.00","5.00","0.00","5.00","0.00"
"Sd2f27dce","Finished","28 August 2018  6:14 PM","1 hour 27 mins",59.25,"0.00","5.00","2.50","5.00","2.00","5.00","0.00","5.00","0.00","1.25","5.00","4.00","5.00","2.00","2.50","5.00","5.00","5.00","0.00","0.00"
"Se23ed1a0","Finished","28 August 2018  6:34 PM","1 hour 44 mins",5,"5.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"S3dbdc8c7","Finished","28 August 2018  6:06 PM","53 mins",78.88,"0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","1.88","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S75211aa8","Finished","28 August 2018  8:37 PM","1 hour 16 mins",58.88,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00","1.88","2.00","-","0.00","-","0.00","5.00","5.00","0.00","5.00","5.00"
"S0286a176","Finished","28 August 2018  8:57 PM","1 hour 30 mins",37.88,"0.00","5.00","2.50","0.00","0.00","5.00","0.00","0.00","5.00","3.13","5.00","5.00","5.00","1.00","1.25","0.00","0.00","-","0.00","0.00"
"Sd6a53d90","Finished","28 August 2018  9:04 PM","1 hour 2 mins",89.5,"5.00","5.00","2.50","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"Sa06e22d8","Finished","28 August 2018  11:08 PM","1 hour 29 mins",88.88,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","4.38","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
