"AnonID","State","Completed","Time.taken","Grade.100.00","Q1..5.00","Q2..5.00","Q3..5.00","Q4..5.00","Q5..5.00","Q6..5.00","Q7..5.00","Q8..5.00","Q9..5.00","Q10..5.00","Q11..5.00","Q12..5.00","Q13..5.00","Q14..5.00","Q15..5.00","Q16..5.00","Q17..5.00","Q18..5.00","Q19..5.00","Q20..5.00"
"S23e78711","Finished","23 August 2017  2:11 PM","1 hour 18 mins",67.25,"0.00","0.00","1.25","5.00","5.00","5.00","0.00","5.00","2.50","2.50","5.00","5.00","5.00","1.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S09377919","Finished","23 August 2017  2:11 PM","1 hour 18 mins",77,"5.00","5.00","3.75","5.00","2.00","5.00","5.00","5.00","5.00","1.25","3.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S92f46734","Finished","23 August 2017  2:58 PM","1 hour 18 mins",75.88,"5.00","5.00","5.00","5.00","0.00","2.50","0.00","5.00","5.00","1.88","5.00","5.00","2.00","2.00","2.50","5.00","5.00","5.00","5.00","5.00"
"S231ff526","Finished","23 August 2017  3:57 PM","1 hour 25 mins",80,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","2.50","5.00","1.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S810182a2","Finished","23 August 2017  4:01 PM","44 mins",83.75,"0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","5.00"
"S0b3f0aa4","Finished","23 August 2017  4:03 PM","44 mins 54 secs",83.75,"5.00","5.00","2.50","5.00","5.00","5.00","0.00","5.00","2.50","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00"
"Sadc733f1","Finished","23 August 2017  4:29 PM","1 hour 7 mins",70,"5.00","0.00","5.00","5.00","0.00","-","5.00","5.00","0.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-"
"S4fed147e","Finished","23 August 2017  4:58 PM","1 hour 13 mins",89.88,"5.00","5.00","3.75","5.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","1.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S957edc2d","Finished","23 August 2017  5:49 PM","1 hour 33 mins",78.75,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","-","0.00","5.00","5.00","0.00"
"S177976b4","Finished","23 August 2017  5:17 PM","44 mins 36 secs",88.38,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","4.38","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S7183ae06","Finished","23 August 2017  6:13 PM","1 hour 28 mins",88.38,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","4.38","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S91396253","Finished","23 August 2017  6:16 PM","1 hour 29 mins",70.75,"5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","1.25","2.00","-","-","-","3.75","5.00","5.00","5.00","5.00","-"
"Sdceb49bf","Finished","23 August 2017  5:39 PM","42 mins 15 secs",69.75,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","1.25","2.00","5.00","2.00","5.00","2.50","5.00","5.00","0.00","0.00","5.00"
"S50ef6037","Finished","23 August 2017  6:02 PM","55 mins 22 secs",87,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S5e74a758","Finished","23 August 2017  7:39 PM","1 hour 26 mins",89,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sdb88b3ee","Finished","23 August 2017  7:42 PM","1 hour 3 mins",51,"5.00","0.00","3.75","5.00","2.00","2.50","0.00","5.00","5.00","1.25","1.00","5.00","2.00","1.00","2.50","5.00","5.00","0.00","0.00","0.00"
"S5d101d8e","Finished","23 August 2017  8:07 PM","1 hour 24 mins",84.5,"5.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S7bc87658","Finished","23 August 2017  9:47 PM","1 hour 26 mins",61.5,"5.00","-","5.00","5.00","5.00","-","0.00","5.00","2.50","-","2.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S3f242812","Finished","23 August 2017  10:42 PM","1 hour 11 mins",93.13,"5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","4.38","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sea4706ff","Finished","23 August 2017  11:48 PM","1 hour 14 mins",79.5,"0.00","5.00","5.00","5.00","2.00","0.00","5.00","5.00","2.50","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S788c7d6d","Finished","24 August 2017  9:26 AM","1 hour 29 mins",80.75,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","3.75","-","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S045d77fd","Finished","24 August 2017  9:32 AM","1 hour 25 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S75fcf84a","Finished","24 August 2017  10:17 AM","1 hour 30 mins",52,"5.00","5.00","-","-","-","-","-","5.00","5.00","-","5.00","5.00","5.00","2.00","5.00","5.00","5.00","-","-","-"
"S9a65eb5c","Finished","24 August 2017  10:42 AM","1 hour 17 mins",88.75,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S5801c107","Finished","24 August 2017  12:18 PM","1 hour 27 mins",55.75,"5.00","0.00","1.25","5.00","-","5.00","0.00","5.00","2.50","-","2.00","5.00","2.00","3.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S4056dd71","Finished","24 August 2017  3:16 PM","1 hour 20 mins",86.88,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","1.88","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S35396fad","Finished","24 August 2017  3:33 PM","1 hour 10 mins",92,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00"
"S4acc2112","Finished","24 August 2017  5:16 PM","1 hour 9 mins",90.75,"0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sbed0c410","Finished","24 August 2017  5:20 PM","1 hour",97,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Scab949e0","Finished","24 August 2017  6:18 PM","1 hour 30 mins",46,"5.00","0.00","5.00","5.00","5.00","-","-","5.00","5.00","-","5.00","-","5.00","1.00","-","-","-","5.00","0.00","-"
"S87f2d0eb","Finished","24 August 2017  6:30 PM","1 hour 19 mins",56.38,"5.00","0.00","5.00","5.00","0.00","5.00","0.00","5.00","2.50","1.88","5.00","5.00","5.00","2.00","0.00","5.00","5.00","0.00","0.00","-"
"S877f0e73","Finished","24 August 2017  9:44 PM","1 hour 25 mins",78.75,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","0.00"
"S32fa0d46","Finished","24 August 2017  10:10 PM","1 hour 30 mins",51.25,"5.00","5.00","3.75","5.00","0.00","5.00","0.00","0.00","5.00","0.00","-","5.00","5.00","0.00","2.50","5.00","5.00","0.00","0.00","0.00"
"S16bfba69","Finished","24 August 2017  10:10 PM","1 hour 30 mins",57.63,"5.00","5.00","3.75","5.00","0.00","5.00","0.00","5.00","0.00","4.38","5.00","5.00","2.00","0.00","2.50","5.00","5.00","0.00","0.00","0.00"
"S725ae34f","Finished","24 August 2017  9:47 PM","1 hour 5 mins",88.75,"5.00","5.00","3.75","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S9f6a7c7b","Finished","25 August 2017  7:15 AM","1 hour 1 min",92.5,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"See679e3a","Finished","25 August 2017  9:05 AM","1 hour 30 mins",69,"5.00","0.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","-","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","0.00"
"S99b453d6","Finished","25 August 2017  10:33 AM","1 hour 23 mins",70.75,"5.00","0.00","5.00","5.00","-","5.00","5.00","5.00","5.00","2.50","5.00","0.00","5.00","2.00","1.25","5.00","5.00","5.00","5.00","-"
"Sd878684f","Finished","25 August 2017  1:34 PM","1 hour 9 mins",69,"2.50","5.00","5.00","5.00","2.00","-","0.00","5.00","5.00","2.50","5.00","5.00","0.00","2.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S17898813","Finished","25 August 2017  3:33 PM","1 hour 28 mins",77,"5.00","5.00","3.75","0.00","-","5.00","0.00","5.00","5.00","2.50","5.00","5.00","5.00","2.00","3.75","5.00","5.00","5.00","5.00","5.00"
"S506994c3","Finished","25 August 2017  3:36 PM","57 mins 20 secs",90,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Se5995d9d","Finished","25 August 2017  4:16 PM","1 hour 20 mins",95.75,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S778be866","Finished","25 August 2017  5:59 PM","1 hour 30 mins",63.5,"5.00","5.00","2.50","5.00","2.00","0.00","0.00","5.00","2.50","0.00","5.00","5.00","2.00","2.00","2.50","5.00","5.00","0.00","5.00","5.00"
"Se3ec4291","Finished","25 August 2017  7:07 PM","1 hour 30 mins",70.75,"5.00","0.00","2.50","5.00","-","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S55d02533","Finished","25 August 2017  10:18 PM","1 hour 30 mins",64.5,"2.50","5.00","3.75","-","-","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","0.00","5.00"
"S4f688694","Finished","26 August 2017  4:20 AM","1 hour 37 mins",0,"0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sfe4a82e9","Finished","26 August 2017  11:13 AM","1 hour 16 mins",81.5,"5.00","5.00","3.75","5.00","2.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","2.00","5.00","2.50","5.00","5.00","0.00","5.00","5.00"
"S09f2150a","Finished","26 August 2017  12:54 PM","52 mins 39 secs",65.25,"5.00","5.00","3.75","5.00","2.00","5.00","0.00","5.00","5.00","-","2.00","5.00","5.00","-","2.50","5.00","5.00","5.00","0.00","0.00"
"S875fa007","Finished","26 August 2017  2:34 PM","1 hour 26 mins",56.63,"2.50","0.00","3.75","5.00","-","2.50","0.00","0.00","5.00","1.88","-","5.00","5.00","1.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sf0588b36","Finished","26 August 2017  2:40 PM","1 hour 30 mins",48.38,"5.00","0.00","5.00","5.00","2.00","2.50","0.00","0.00","5.00","1.88","1.00","0.00","3.00","3.00","0.00","5.00","5.00","5.00","0.00","0.00"
"Sb253f4dd","Finished","26 August 2017  5:09 PM","1 hour 22 mins",50.13,"5.00","0.00","3.75","-","-","5.00","0.00","5.00","0.00","3.13","5.00","5.00","5.00","2.00","1.25","5.00","0.00","5.00","0.00","0.00"
"Sb6fe14a6","Finished","26 August 2017  5:16 PM","1 hour 29 mins",62.25,"5.00","0.00","3.75","5.00","0.00","5.00","5.00","5.00","2.50","0.00","0.00","5.00","5.00","1.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S025ea240","Finished","26 August 2017  6:45 PM","1 hour 26 mins",88.88,"5.00","5.00","3.75","5.00","2.00","5.00","5.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","0.00"
"S6b8da901","Finished","26 August 2017  6:49 PM","1 hour 20 mins",59,"5.00","0.00","5.00","5.00","2.00","5.00","0.00","0.00","2.50","2.50","2.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","0.00","5.00"
"S54d72c64","Finished","26 August 2017  10:41 PM","1 hour 21 mins",67,"0.00","0.00","5.00","5.00","-","0.00","0.00","5.00","5.00","-","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Scde63dc8","Finished","26 August 2017  10:55 PM","1 hour 28 mins",59,"0.00","5.00","3.75","5.00","2.00","5.00","0.00","5.00","5.00","0.00","-","5.00","5.00","2.00","1.25","5.00","5.00","5.00","-","-"
"S517d7cf9","Finished","26 August 2017  11:24 PM","1 hour 25 mins",82.88,"5.00","5.00","3.75","5.00","2.00","5.00","5.00","5.00","5.00","3.13","2.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S65a20427","Finished","27 August 2017  1:32 AM","1 hour 10 mins",75,"2.50","5.00","2.50","5.00","2.00","5.00","5.00","5.00","5.00","-","2.00","5.00","5.00","1.00","5.00","5.00","5.00","5.00","5.00","-"
"S13434ed3","Finished","27 August 2017  10:54 AM","1 hour 27 mins",91.25,"5.00","5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sa3f6f244","Finished","27 August 2017  1:02 PM","1 hour 22 mins",57.38,"5.00","5.00","5.00","0.00","2.00","0.00","0.00","0.00","2.50","1.88","2.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S0ba86865","Finished","27 August 2017  1:32 PM","58 mins 23 secs",47.88,"5.00","5.00","5.00","0.00","2.00","0.00","0.00","5.00","0.00","1.88","5.00","4.00","-","-","-","5.00","5.00","0.00","0.00","5.00"
"Sd2781dd7","Finished","27 August 2017  2:25 PM","1 hour 30 mins",52.5,"2.50","5.00","5.00","0.00","2.00","0.00","5.00","5.00","5.00","-","2.00","5.00","5.00","1.00","5.00","0.00","5.00","-","-","-"
"S13a2252d","Finished","27 August 2017  2:29 PM","1 hour 26 mins",85,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00"
"S8068ec81","Finished","27 August 2017  2:33 PM","1 hour 26 mins",95,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S3e73bc7c","Finished","27 August 2017  3:13 PM","1 hour 29 mins",62,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","5.00","5.00","2.00","0.00","-","-","5.00","5.00","5.00","-","-","-"
"S877a0c71","Finished","27 August 2017  4:08 PM","1 hour 24 mins",87,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sa1719188","Finished","27 August 2017  4:44 PM","1 hour 22 mins",90,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S6274ff46","Finished","27 August 2017  5:09 PM","1 hour 22 mins",92.13,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S8122f379","Finished","27 August 2017  5:04 PM","57 mins 55 secs",90,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S355a99dc","Finished","27 August 2017  5:37 PM","55 mins 40 secs",56.5,"5.00","5.00","2.50","5.00","2.00","0.00","0.00","5.00","5.00","-","5.00","5.00","0.00","2.00","0.00","5.00","5.00","5.00","0.00","0.00"
"S463f6007","Finished","27 August 2017  6:15 PM","1 hour 23 mins",95,"5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sb84b3317","Finished","27 August 2017  8:53 PM","1 hour 29 mins",89.38,"5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S431e4afc","Finished","27 August 2017  11:57 PM","1 hour 14 mins",78.75,"5.00","5.00","2.50","5.00","0.00","0.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S83a742a7","Finished","28 August 2017  5:49 AM","45 mins 25 secs",87.13,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","3.13","5.00","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S6ae996c5","Finished","28 August 2017  12:02 PM","1 hour 21 mins",90.75,"5.00","5.00","3.75","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Scb9b6eb6","Finished","28 August 2017  11:49 AM","1 hour 8 mins",81.25,"5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","0.00","5.00"
"S6334181a","Finished","28 August 2017  1:20 PM","1 hour 36 mins",13.25,"5.00","-","1.25","5.00","2.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sdfaa4088","Finished","28 August 2017  1:25 PM","1 hour 19 mins",83.88,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","1.88","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S2b39b697","Finished","28 August 2017  2:06 PM","1 hour 29 mins",86.5,"5.00","5.00","5.00","5.00","5.00","0.00","0.00","5.00","5.00","2.50","5.00","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sc4423ab1","Finished","28 August 2017  1:46 PM","56 mins 2 secs",77.13,"2.50","5.00","5.00","0.00","2.00","5.00","5.00","5.00","5.00","0.63","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S115a6bb9","Finished","28 August 2017  3:32 PM","1 hour 30 mins",67.75,"5.00","5.00","5.00","5.00","2.00","5.00","-","5.00","5.00","1.25","5.00","5.00","0.00","2.00","2.50","5.00","5.00","5.00","-","-"
"S51df3651","Finished","28 August 2017  4:35 PM","1 hour 24 mins",85,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00"
"Se40b4153","Finished","28 August 2017  5:13 PM","1 hour 27 mins",95,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Se1254e7b","Finished","28 August 2017  7:21 PM","1 hour 29 mins",81.5,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","2.50","5.00","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sdf82bd19","Finished","28 August 2017  9:56 PM","1 hour 30 mins",64.5,"2.50","5.00","5.00","5.00","0.00","-","0.00","5.00","5.00","-","-","5.00","5.00","2.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S665f4def","Finished","28 August 2017  10:45 PM","1 hour 27 mins",92,"5.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S025cb0b0","Finished","28 August 2017  11:48 PM","1 hour 25 mins",67,"5.00","5.00","5.00","5.00","2.00","5.00","-","5.00","2.50","2.50","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","-","0.00"
"Sb6d7e48a","Finished","29 August 2017  12:09 PM","1 hour 30 mins",62.75,"5.00","5.00","3.75","0.00","-","2.50","0.00","5.00","2.50","2.50","2.00","5.00","5.00","2.00","2.50","5.00","5.00","5.00","0.00","5.00"
"Seb441f80","Finished","29 August 2017  12:56 PM","1 hour 22 mins",49.13,"5.00","5.00","5.00","0.00","0.00","0.00","0.00","5.00","5.00","1.88","1.00","5.00","0.00","0.00","1.25","5.00","5.00","5.00","0.00","0.00"
"Sd630e0be","Finished","29 August 2017  1:10 PM","1 hour 31 mins",69.25,"5.00","0.00","2.50","5.00","5.00","5.00","0.00","5.00","2.50","1.25","5.00","1.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","-"
"S78143913","Finished","29 August 2017  1:52 PM","1 hour 30 mins",64,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","-","5.00","0.00","5.00","2.00","2.50","5.00","5.00","0.00","5.00","0.00"
"Sfa4c10a6","Finished","29 August 2017  3:01 PM","1 hour 29 mins",89,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
