"AnonID","State","Completed","Time.taken","Grade.100.00","Q1..5.00","Q2..5.00","Q3..5.00","Q4..5.00","Q5..5.00","Q6..5.00","Q7..5.00","Q8..5.00","Q9..5.00","Q10..5.00","Q11..5.00","Q12..5.00","Q13..5.00","Q14..5.00","Q15..5.00","Q16..5.00","Q17..5.00","Q18..5.00","Q19..5.00","Q20..5.00"
"Sd6ed964c","Finished","28 August 2021  12:17 PM","1 hour 29 mins",77,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Se4680f36","Finished","28 August 2021  12:17 PM","1 hour 28 mins",76.25,"5.00","5.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","1.25","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S10341bfd","Finished","28 August 2021  3:43 PM","1 hour 16 mins",83.75,"5.00","0.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S9d1aefd0","Finished","28 August 2021  5:11 PM","45 mins 56 secs",97,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sd7606587","Finished","29 August 2021  7:58 AM","1 hour 4 mins",73.38,"5.00","5.00","5.00","0.00","2.00","5.00","0.00","5.00","2.50","1.88","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S7a1116b0","Finished","29 August 2021  8:26 AM","1 hour 30 mins",73.25,"5.00","5.00","4.00","5.00","0.00","-","-","5.00","5.00","1.25","5.00","5.00","3.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S9021f3c7","Finished","29 August 2021  9:33 AM","1 hour 13 mins",96,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sad7c3f5b","Finished","29 August 2021  11:07 AM","1 hour 27 mins",59.38,"5.00","0.00","5.00","0.00","5.00","0.00","0.00","5.00","2.50","1.88","5.00","5.00","0.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sa7093919","Finished","29 August 2021  12:29 PM","1 hour 23 mins",65.88,"0.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.63","0.00","5.00","5.00","2.00","1.25","5.00","5.00","5.00","5.00","0.00"
"S1dd0ad9f","Finished","29 August 2021  12:44 PM","1 hour 28 mins",79.5,"5.00","5.00","5.00","5.00","-","-","5.00","5.00","5.00","2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sbdba3ef9","Finished","29 August 2021  2:07 PM","1 hour 14 mins",60.5,"2.50","5.00","5.00","5.00","-","5.00","-","5.00","2.50","2.50","1.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S5608f982","Finished","29 August 2021  1:41 PM","46 mins 15 secs",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sb910e511","Finished","29 August 2021  2:24 PM","1 hour 26 mins",85,"5.00","5.00","3.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S23a7d15b","Finished","29 August 2021  3:27 PM","1 hour 15 mins",75.75,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","0.00","0.00","5.00"
"Se11e3ad6","Finished","29 August 2021  3:43 PM","1 hour 30 mins",73.75,"5.00","5.00","5.00","5.00","-","5.00","-","5.00","2.50","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S2aaad022","Finished","29 August 2021  4:19 PM","1 hour 22 mins",34,"0.00","0.00","3.00","5.00","5.00","0.00","0.00","5.00","0.00","0.00","1.00","0.00","0.00","0.00","5.00","0.00","5.00","5.00","0.00","0.00"
"S84d1ec67","Finished","29 August 2021  4:42 PM","1 hour 8 mins",56.25,"0.00","5.00","2.00","5.00","2.00","0.00","0.00","0.00","5.00","1.25","4.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S0405649d","Finished","29 August 2021  7:28 PM","1 hour 25 mins",81.5,"5.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","5.00","2.50","2.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S2fc07c7e","Finished","29 August 2021  6:45 PM","38 mins 11 secs",84.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","0.00","5.00","5.00"
"S3a4cdabe","Finished","29 August 2021  8:23 PM","1 hour 23 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S2bfeb082","Finished","29 August 2021  8:25 PM","1 hour 25 mins",40.25,"0.00","0.00","2.00","5.00","-","0.00","0.00","0.00","5.00","1.25","5.00","0.00","2.00","-","5.00","5.00","5.00","5.00","0.00","0.00"
"S3ca6eb01","Finished","30 August 2021  12:11 AM","1 hour 26 mins",67.5,"5.00","0.00","5.00","5.00","-","5.00","0.00","5.00","2.50","-","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S5c169ab6","Finished","30 August 2021  3:42 AM","1 hour 18 mins",88.25,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","0.00","5.00"
"S45bfece6","Finished","30 August 2021  4:56 AM","1 hour 30 mins",71,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","1.00","0.00","-","-","0.00","5.00","5.00"
"S0a0a010b","Finished","30 August 2021  5:21 AM","1 hour 30 mins",20,"5.00","5.00","5.00","-","-","5.00","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-"
"Saa442c31","Finished","30 August 2021  9:19 AM","1 hour 4 mins",89.38,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S21da5c7b","Finished","30 August 2021  10:11 AM","1 hour 15 mins",90,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S83127a98","Finished","30 August 2021  12:26 PM","59 mins 34 secs",95.13,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S6ca7b0c1","Finished","30 August 2021  1:29 PM","1 hour 18 mins",81.5,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","2.50","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S801b01c6","Finished","30 August 2021  2:57 PM","1 hour 29 mins",72.5,"5.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","0.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S25bcf87d","Finished","30 August 2021  3:04 PM","1 hour 28 mins",70,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","0.00","0.00","0.00"
"Sfc16be6e","Finished","30 August 2021  3:27 PM","1 hour 4 mins",68,"5.00","0.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","1.25","2.00","5.00","0.00","1.00","3.75","5.00","5.00","5.00","5.00","5.00"
"Sf7bfae6c","Finished","30 August 2021  4:46 PM","1 hour 8 mins",81.88,"5.00","5.00","5.00","0.00","0.00","5.00","0.00","5.00","5.00","1.88","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Se77c3c70","Finished","30 August 2021  8:07 PM","1 hour 30 mins",45,"0.00","0.00","5.00","5.00","-","-","-","5.00","5.00","0.00","5.00","0.00","0.00","-","5.00","5.00","5.00","5.00","0.00","-"
"Se28ff1e2","Finished","31 August 2021  3:16 AM","1 hour 4 mins",91.25,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00"
"S2d117b77","Finished","31 August 2021  4:55 AM","1 hour 30 mins",80.75,"5.00","5.00","5.00","0.00","2.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S1ad2e17d","Finished","31 August 2021  6:49 AM","1 hour 1 min",90,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sa7b6b9de","Finished","31 August 2021  9:56 AM","1 hour 9 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S08368b7b","Finished","31 August 2021  11:45 AM","1 hour 30 mins",70,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","0.00","5.00","5.00","5.00","1.00","2.00","5.00","5.00","5.00","5.00","5.00","-","0.00"
"S0c48249e","Finished","31 August 2021  11:54 AM","1 hour 30 mins",38.25,"0.00","-","5.00","5.00","-","-","0.00","5.00","0.00","1.25","-","-","2.00","5.00","5.00","5.00","5.00","0.00","0.00","0.00"
"S5c989b81","Finished","31 August 2021  12:31 PM","1 hour 28 mins",64,"5.00","0.00","5.00","0.00","2.00","5.00","0.00","5.00","5.00","2.50","-","5.00","5.00","2.00","2.50","5.00","5.00","5.00","5.00","-"
"S8df16bde","Finished","31 August 2021  12:26 PM","1 hour 19 mins",42.13,"5.00","0.00","5.00","0.00","-","-","-","5.00","0.00","1.88","1.00","4.00","2.00","2.00","1.25","5.00","5.00","5.00","0.00","-"
"S71623f79","Finished","31 August 2021  1:50 PM","1 hour 30 mins",87.25,"5.00","5.00","5.00","0.00","2.00","5.00","5.00","5.00","5.00","1.25","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S3bddedcb","Finished","31 August 2021  1:39 PM","1 hour 15 mins",92.5,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sb407b299","Finished","31 August 2021  1:55 PM","1 hour 30 mins",72.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","0.00","5.00","2.50","5.00","5.00","3.00","0.00","5.00","5.00","5.00","5.00","0.00","5.00"
"Scf53b413","Finished","31 August 2021  3:48 PM","1 hour 26 mins",71.63,"5.00","5.00","5.00","5.00","5.00","0.00","0.00","5.00","5.00","0.63","2.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","0.00","5.00"
"Sac8fbe47","Finished","31 August 2021  3:50 PM","1 hour 27 mins",63,"5.00","0.00","4.00","5.00","0.00","0.00","0.00","5.00","0.00","-","2.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sc2858037","Finished","31 August 2021  4:23 PM","1 hour 12 mins",64.5,"5.00","0.00","-","5.00","-","5.00","5.00","5.00","2.50","0.00","5.00","5.00","0.00","2.00","5.00","5.00","5.00","5.00","-","5.00"
"Sf18fbae3","Finished","31 August 2021  5:38 PM","1 hour 28 mins",69.5,"5.00","0.00","5.00","5.00","2.00","2.50","0.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S67a71c1e","Finished","31 August 2021  5:50 PM","1 hour 20 mins",56.5,"5.00","5.00","3.00","0.00","2.00","5.00","5.00","0.00","2.50","0.00","2.00","5.00","0.00","2.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S66675f5c","Finished","31 August 2021  6:01 PM","1 hour 30 mins",39.75,"2.50","0.00","1.00","5.00","2.00","-","-","0.00","5.00","1.25","1.00","-","2.00","-","5.00","5.00","5.00","5.00","0.00","-"
"S712d9e6c","Finished","31 August 2021  7:54 PM","1 hour 29 mins",88.75,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","2.50","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S95d9c820","Finished","31 August 2021  7:57 PM","1 hour 13 mins",74.63,"5.00","5.00","5.00","0.00","2.00","5.00","0.00","5.00","5.00","0.63","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S9263ae2a","Finished","31 August 2021  9:45 PM","1 hour 28 mins",68.13,"5.00","5.00","2.00","5.00","2.00","5.00","5.00","0.00","5.00","3.13","5.00","5.00","5.00","1.00","5.00","5.00","5.00","0.00","0.00","0.00"
"Sfe03ec3f","Finished","31 August 2021  11:48 PM","1 hour 1 min",81.25,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00"
"Sfaae41e1","Finished","1 September 2021  1:00 AM","1 hour 30 mins",65.75,"5.00","0.00","5.00","5.00","-","5.00","0.00","5.00","0.00","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S5b0703cf","Finished","1 September 2021  6:37 AM","1 hour 30 mins",78.75,"5.00","5.00","3.00","5.00","-","5.00","0.00","0.00","5.00","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S48c27583","Finished","1 September 2021  6:37 AM","1 hour 29 mins",78.75,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00"
"S9495ac53","Finished","1 September 2021  8:46 AM","1 hour",94,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S63696fbc","Finished","1 September 2021  10:09 AM","1 hour 24 mins",66.25,"5.00","0.00","5.00","5.00","-","-","0.00","5.00","5.00","1.25","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S606fed28","Finished","1 September 2021  10:27 AM","1 hour 30 mins",68.88,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","4.38","5.00","5.00","0.00","0.00","5.00","5.00","5.00","0.00","-","5.00"
"Seb6794da","Finished","1 September 2021  12:29 PM","1 hour 28 mins",86,"5.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S0183dad5","Finished","1 September 2021  12:46 PM","1 hour 22 mins",96.38,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S1f1b3dae","Finished","1 September 2021  1:04 PM","1 hour 27 mins",87,"5.00","5.00","3.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S19e4efa4","Finished","1 September 2021  1:36 PM","1 hour 19 mins",97,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S66a6ae20","Finished","1 September 2021  1:56 PM","1 hour 4 mins",85.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","2.50","5.00","4.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S5fcd7cbe","Finished","1 September 2021  2:07 PM","1 hour 15 mins",77.13,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","2.00","0.00","5.00","5.00","0.00","5.00","0.00"
"Sa3eb67e0","Finished","1 September 2021  2:51 PM","1 hour 29 mins",80,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S906052b1","Finished","1 September 2021  3:55 PM","1 hour 30 mins",81.25,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","1.25","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S8ffed488","Finished","1 September 2021  4:23 PM","1 hour 30 mins",50,"5.00","0.00","3.00","-","-","5.00","5.00","5.00","5.00","-","2.00","-","-","-","5.00","5.00","5.00","5.00","0.00","0.00"
"Sb7dc9473","Finished","1 September 2021  5:00 PM","56 mins 11 secs",97,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sd680190d","Finished","1 September 2021  5:50 PM","1 hour 29 mins",87.5,"5.00","5.00","3.00","5.00","2.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S814afe84","Finished","1 September 2021  6:07 PM","1 hour 21 mins",72.88,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","2.50","1.88","5.00","1.00","5.00","5.00","2.50","5.00","5.00","0.00","5.00","0.00"
"Saadfcddf","Finished","1 September 2021  6:20 PM","1 hour 29 mins",77.75,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","3.75","-","5.00","5.00","2.00","2.50","5.00","5.00","5.00","5.00","5.00"
"S062bb8e0","Finished","1 September 2021  7:14 PM","46 mins 9 secs",97,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Saa629f0a","Finished","1 September 2021  11:12 PM","1 hour 30 mins",69.63,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","0.00","5.00","0.63","5.00","0.00","5.00","2.00","5.00","5.00","5.00","5.00","-","0.00"
"Sd5d5c9a8","Finished","2 September 2021  5:33 AM","1 hour 30 mins",5,"0.00","5.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"S785e1aba","Finished","2 September 2021  5:26 AM","49 mins 21 secs",93.75,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S0acf8ac7","Finished","2 September 2021  7:56 AM","1 hour 30 mins",75.5,"5.00","5.00","4.00","5.00","2.00","0.00","0.00","5.00","5.00","2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S4b165eb7","Finished","2 September 2021  8:52 AM","1 hour 11 mins",95,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S044559ea","Finished","2 September 2021  9:28 AM","1 hour 26 mins",65.25,"5.00","0.00","5.00","5.00","2.00","5.00","0.00","0.00","0.00","1.25","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S15c595c1","Finished","2 September 2021  10:55 AM","1 hour 5 mins",92,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S7b2fa85a","Finished","2 September 2021  11:48 AM","1 hour 30 mins",56.75,"5.00","0.00","2.00","5.00","-","5.00","0.00","5.00","2.50","1.25","2.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","0.00","-"
"Sfd467867","Finished","2 September 2021  11:49 AM","1 hour 30 mins",71,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","-","5.00","5.00","2.00","2.00","5.00","-","5.00","5.00","5.00","0.00"
"S752b6ae7","Finished","2 September 2021  1:22 PM","1 hour 28 mins",82,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Se11f7ace","Finished","2 September 2021  1:36 PM","1 hour 29 mins",52.25,"5.00","5.00","5.00","5.00","5.00","-","-","5.00","5.00","1.25","-","1.00","-","-","5.00","5.00","5.00","-","-","0.00"
"S6aa6b76e","Finished","2 September 2021  1:13 PM","43 mins 19 secs",92,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Se233ae8a","Finished","2 September 2021  3:02 PM","1 hour 20 mins",90,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","2.50","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sfbbc9ff5","Finished","2 September 2021  3:13 PM","1 hour 27 mins",86.88,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","1.88","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S2706ffaa","Finished","2 September 2021  3:26 PM","1 hour 24 mins",64.13,"5.00","5.00","2.00","5.00","0.00","-","0.00","5.00","5.00","3.13","5.00","4.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S18954a86","Finished","2 September 2021  3:13 PM","1 hour 9 mins",65.5,"5.00","5.00","5.00","5.00","-","-","0.00","5.00","2.50","-","2.00","5.00","5.00","1.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S725df174","Finished","2 September 2021  3:36 PM","48 mins 7 secs",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sb15a2730","Finished","2 September 2021  4:30 PM","1 hour 30 mins",50.63,"2.50","0.00","3.00","5.00","0.00","-","0.00","5.00","2.50","0.63","2.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","0.00","5.00"
"S2ba16dc0","Finished","2 September 2021  4:30 PM","1 hour 30 mins",77,"5.00","5.00","1.00","5.00","5.00","5.00","0.00","5.00","5.00","-","5.00","5.00","5.00","1.00","5.00","5.00","5.00","5.00","0.00","5.00"
"Sd5ac395d","Finished","2 September 2021  3:59 PM","50 mins 1 sec",76.38,"0.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","1.88","5.00","5.00","2.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00"
"Sc0fb83e6","Finished","2 September 2021  4:59 PM","1 hour 28 mins",64,"5.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","-","2.00","0.00","5.00","2.00","5.00","5.00","5.00","5.00","-","0.00"
"Sfe5caff1","Finished","2 September 2021  4:45 PM","1 hour 10 mins",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sbbda3538","Finished","2 September 2021  4:56 PM","1 hour 18 mins",52.25,"2.50","5.00","2.00","5.00","-","2.50","0.00","5.00","0.00","1.25","4.00","5.00","5.00","-","5.00","5.00","5.00","0.00","-","-"
"Sf4d81460","Finished","2 September 2021  5:32 PM","1 hour 30 mins",67.88,"5.00","5.00","5.00","5.00","2.00","5.00","-","5.00","0.00","1.88","2.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","-","0.00"
"Seb9e3749","Finished","2 September 2021  5:21 PM","1 hour 15 mins",89.5,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S1b83fa6f","Finished","2 September 2021  5:23 PM","1 hour 10 mins",18,"2.50","5.00","1.00","0.00","-","2.50","0.00","0.00","0.00","0.00","2.00","-","0.00","-","-","0.00","5.00","0.00","-","-"
"S01783ae8","Finished","2 September 2021  6:30 PM","1 hour 23 mins",97.5,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S2ac02955","Finished","2 September 2021  6:41 PM","1 hour 29 mins",59,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","-","5.00","5.00","5.00","5.00","5.00","2.00","0.00","5.00","-","0.00","-","-"
"S1ed47332","Finished","2 September 2021  6:27 PM","1 hour 4 mins",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S111b304e","Finished","2 September 2021  9:31 PM","1 hour 29 mins",66.5,"5.00","5.00","5.00","5.00","-","5.00","0.00","5.00","2.50","-","2.00","5.00","0.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sfe2d81a6","Finished","2 September 2021  10:03 PM","1 hour 30 mins",72.25,"5.00","5.00","4.00","5.00","0.00","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S0bfba611","Finished","2 September 2021  10:12 PM","1 hour 29 mins",39,"5.00","0.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00","1.25","2.00","-","2.00","5.00","3.75","5.00","5.00","5.00","0.00","0.00"
"Se8da3c7c","Finished","3 September 2021  6:21 AM","1 hour 30 mins",92.13,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","3.13","4.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S3f1992d9","Finished","3 September 2021  6:21 AM","1 hour 30 mins",88.38,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","4.38","5.00","5.00","2.00","-","5.00","5.00","5.00","5.00","5.00","5.00"
"Sc4f5424c","Finished","3 September 2021  8:18 AM","57 mins 5 secs",80.75,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S52e810c1","Finished","3 September 2021  9:16 AM","1 hour 26 mins",94,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S3722ffb4","Finished","3 September 2021  9:33 AM","1 hour 30 mins",69.75,"5.00","0.00","5.00","5.00","5.00","0.00","0.00","0.00","5.00","3.75","2.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S91653f75","Finished","3 September 2021  11:43 AM","1 hour 14 mins",70.13,"5.00","0.00","5.00","5.00","0.00","5.00","0.00","0.00","5.00","3.13","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S94be65ee","Finished","3 September 2021  12:16 PM","53 mins 59 secs",58,"5.00","5.00","3.00","0.00","-","-","0.00","5.00","5.00","-","5.00","5.00","5.00","-","5.00","5.00","5.00","-","5.00","0.00"
"Sd7215621","Finished","3 September 2021  12:46 PM","1 hour 13 mins",80.25,"5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","1.25","2.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
